uid,jid,label,behavior_type,jd,skills,loc,Industry,job_level_jd,salary_mid,edu_req,exp_req,user_profile_text,user_skills,user_edu,user_active_loc,job_level_user,education_ordinal,job_level_ordinal,expected_salary_k,industry
REC_01502,JD_1328,3,投递,"BIM Coordinator | Real Estate | Tianjin | Level: Senior | Salary: 19k-23k/月. Manage 3D BIM models for clash detection during construction. Skills: 3D Modeling, Navisworks, Construction Knowledge","3D Modeling, Navisworks, Construction Knowledge",Tianjin,Real Estate,Senior,21.0,Bachelor's,5-10年,"Skills: Cartography, Financial Analysis, GIS (ArcGIS/QGIS), Operations Management, Property Management Software, PropTech Market, BIM Coordination. Education: Bachelor's. Level: Senior. Expected Title: GIS Specialist (RE). Industry: Real Estate","Cartography, Financial Analysis, GIS (ArcGIS/QGIS), Operations Management, Property Management Software, PropTech Market, BIM Coordination",Bachelor's,Shanghai,Senior,1.0,3,25.0,Real Estate
REC_02469,JD_1159,3,投递,"Investment Analyst | Real Estate | Hangzhou | Level: Junior | Salary: 10k-13k/月. Track debt market trends for loan-to-value recommendations. Skills: Underwriting, Financial Modeling","Underwriting, Financial Modeling",Hangzhou,Real Estate,Junior,11.5,Bachelor's,0年,"Skills: Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination. Education: Bachelor's. Level: Junior. Expected Title: RE Portfolio Strategist. Industry: Real Estate","Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination",Bachelor's,Changsha,Junior,1.0,1,14.0,Real Estate
REC_02469,JD_1976,2,收藏,"Urban Planner (Tech) | Real Estate | Changsha | Level: Lead | Salary: 26k-32k/月. Model the traffic and environmental impact of mixed-use projects. Skills: GIS (ArcGIS), Data Visualization","GIS (ArcGIS), Data Visualization",Changsha,Real Estate,Lead,29.0,Bachelor's,5-10年,"Skills: Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination. Education: Bachelor's. Level: Junior. Expected Title: RE Portfolio Strategist. Industry: Real Estate","Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination",Bachelor's,Changsha,Junior,1.0,1,14.0,Real Estate
REC_02469,JD_1968,2,收藏,"GIS Specialist (RE) | Real Estate | Suzhou | Level: Senior | Salary: 21k-25k/月. Perform spatial geoprocessing for retail catchment areas. Skills: Spatial Databases, GIS (ArcGIS/QGIS), Python (GeoPandas), Cartography","Spatial Databases, GIS (ArcGIS/QGIS), Python (GeoPandas), Cartography",Suzhou,Real Estate,Senior,23.0,Bachelor's,3-5年,"Skills: Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination. Education: Bachelor's. Level: Junior. Expected Title: RE Portfolio Strategist. Industry: Real Estate","Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination",Bachelor's,Changsha,Junior,1.0,1,14.0,Real Estate
REC_02469,JD_1973,1,点击,"Epidemiologist | Healthcare | Hangzhou | Level: Director | Salary: 52k-63k/月. Analyze public health registries to evaluate the impact of vaccination programs. Skills: Epidemiology, Study Design","Epidemiology, Study Design",Hangzhou,Healthcare,Director,57.5,Master's,5-10年,"Skills: Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination. Education: Bachelor's. Level: Junior. Expected Title: RE Portfolio Strategist. Industry: Real Estate","Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination",Bachelor's,Changsha,Junior,1.0,1,14.0,Real Estate
REC_02469,JD_1920,1,点击,"Payments Architect | FinTech | Chengdu | Level: VP | Salary: 77k-94k/月. Design highly available payment gateways capable of processing thousands of TPS. Skills: Payment Gateways, Microservices, Java","Payment Gateways, Microservices, Java",Chengdu,FinTech,VP,85.5,Ph.D.,5-10年,"Skills: Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination. Education: Bachelor's. Level: Junior. Expected Title: RE Portfolio Strategist. Industry: Real Estate","Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination",Bachelor's,Changsha,Junior,1.0,1,14.0,Real Estate
REC_02469,JD_0799,1,点击,"Instructional Designer | Education Technology | Wuhan | Level: Senior | Salary: 21k-26k/月. Collaborate with SMEs to translate complex topics into engaging digital modules. Skills: Instructional Design, Curriculum Development, Pedagogy, Multimedia","Instructional Design, Curriculum Development, Pedagogy, Multimedia",Wuhan,Education Technology,Senior,23.5,Bachelor's,5-10年,"Skills: Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination. Education: Bachelor's. Level: Junior. Expected Title: RE Portfolio Strategist. Industry: Real Estate","Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination",Bachelor's,Changsha,Junior,1.0,1,14.0,Real Estate
REC_02469,JD_1184,0,无行为,"Smart Factory Consultant | Manufacturing | Chengdu | Level: Senior | Salary: 14k-17k/月. Assess maturity of facilities to develop Industry 4.0 transformation roadmaps. Skills: Industry 4.0, Manufacturing Execution Systems (MES), Consulting, Project Management, Change Management","Industry 4.0, Manufacturing Execution Systems (MES), Consulting, Project Management, Change Management",Chengdu,Manufacturing,Senior,15.5,Bachelor's,3-5年,"Skills: Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination. Education: Bachelor's. Level: Junior. Expected Title: RE Portfolio Strategist. Industry: Real Estate","Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination",Bachelor's,Changsha,Junior,1.0,1,14.0,Real Estate
REC_02469,JD_0393,0,无行为,"IIoT Integrator | Manufacturing | Xi'an | Level: Junior | Salary: 6k-7k/月. Build digital twin models to simulate the impact of line speed on throughput. Skills: IoT Architecture, Edge Computing, Python","IoT Architecture, Edge Computing, Python",Xi'an,Manufacturing,Junior,6.5,Master's,1-3年,"Skills: Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination. Education: Bachelor's. Level: Junior. Expected Title: RE Portfolio Strategist. Industry: Real Estate","Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination",Bachelor's,Changsha,Junior,1.0,1,14.0,Real Estate
REC_02469,JD_1444,0,无行为,Predictive Maint Eng | Manufacturing | Shanghai | Level: Senior | Salary: 18k-22k/月. Analyze vibration data to predict failures in CNC machines. Skills: Machine Learning,Machine Learning,Shanghai,Manufacturing,Senior,20.0,Bachelor's,3-5年,"Skills: Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination. Education: Bachelor's. Level: Junior. Expected Title: RE Portfolio Strategist. Industry: Real Estate","Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination",Bachelor's,Changsha,Junior,1.0,1,14.0,Real Estate
REC_02469,JD_0142,0,无行为,"Buying Coordinator | Retail | Shenzhen | Level: Manager | Salary: 25k-31k/月. Generate purchase orders and track shipments from vendors. Skills: Procurement, Vendor Management, Excel","Procurement, Vendor Management, Excel",Shenzhen,Retail,Manager,28.0,Master's,5-10年,"Skills: Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination. Education: Bachelor's. Level: Junior. Expected Title: RE Portfolio Strategist. Industry: Real Estate","Portfolio Management, AutoCAD, BMS Systems, IoT Architecture, Procore, Urban Planning, Financial Modeling, BIM Coordination",Bachelor's,Changsha,Junior,1.0,1,14.0,Real Estate
REC_02414,JD_0840,3,投递,"AdTech Systems Arch | Media | Hangzhou | Level: Intern | Salary: 6k-7k/月. Integrate with DSPs and SSPs using the OpenRTB protocol. Skills: System Architecture, SQL","System Architecture, SQL",Hangzhou,Media,Intern,6.5,High School,0年,"Skills: Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL. Education: Master's. Level: Intern. Expected Title: Social Strategist. Industry: Media","Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL",Master's,,Intern,2.0,0,7.7,Media
REC_02414,JD_0169,2,收藏,"AdTech Systems Arch | Media | Beijing | Level: Junior | Salary: 9k-11k/月. Design Server-Side Ad Insertion (SSAI) for live streaming. Skills: AdTech (OpenRTB), System Architecture","AdTech (OpenRTB), System Architecture",Beijing,Media,Junior,10.0,Bachelor's,0年,"Skills: Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL. Education: Master's. Level: Intern. Expected Title: Social Strategist. Industry: Media","Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL",Master's,,Intern,2.0,0,7.7,Media
REC_02414,JD_1974,2,收藏,"Audience Analytics | Media | Nanjing | Level: Senior | Salary: 13k-16k/月. Analyze viewership data to evaluate the ROI of original productions. Skills: Predictive Modeling, Tableau, Python","Predictive Modeling, Tableau, Python",Nanjing,Media,Senior,14.5,Bachelor's,5-10年,"Skills: Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL. Education: Master's. Level: Intern. Expected Title: Social Strategist. Industry: Media","Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL",Master's,,Intern,2.0,0,7.7,Media
REC_02414,JD_0502,1,点击,"Utility Data Scientist | Energy | Changsha | Level: Mid-level | Salary: 16k-20k/月. Apply ML to AMI (Advanced Metering Infra) to detect theft. Skills: Big Data (Spark), SQL","Big Data (Spark), SQL",Changsha,Energy,Mid-level,18.0,Bachelor's,3-5年,"Skills: Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL. Education: Master's. Level: Intern. Expected Title: Social Strategist. Industry: Media","Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL",Master's,,Intern,2.0,0,7.7,Media
REC_02414,JD_1727,1,点击,"Omnichannel Strategist | Retail | Nanjing | Level: Junior | Salary: 8k-10k/月. Harmonize loyalty data to build unified customer profiles. Skills: Omnichannel Retail, Strategy Development, Data Analysis, E-commerce, Project Management","Omnichannel Retail, Strategy Development, Data Analysis, E-commerce, Project Management",Nanjing,Retail,Junior,9.0,Bachelor's,0-1年,"Skills: Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL. Education: Master's. Level: Intern. Expected Title: Social Strategist. Industry: Media","Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL",Master's,,Intern,2.0,0,7.7,Media
REC_02414,JD_0651,1,点击,"Supply Chain Security | Logistics | Tianjin | Level: Mid-level | Salary: 14k-18k/月. Conduct risk assessments on high-value transit routes to prevent cargo theft. Skills: Risk Assessment, Supply Chain Management, Physical Security","Risk Assessment, Supply Chain Management, Physical Security",Tianjin,Logistics,Mid-level,16.0,Master's,5-10年,"Skills: Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL. Education: Master's. Level: Intern. Expected Title: Social Strategist. Industry: Media","Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL",Master's,,Intern,2.0,0,7.7,Media
REC_02414,JD_0163,0,无行为,"GIS Specialist (RE) | Real Estate | Chengdu | Level: Junior | Salary: 8k-10k/月. Perform spatial geoprocessing for retail catchment areas. Skills: Spatial Databases, GIS (ArcGIS/QGIS), Web GIS","Spatial Databases, GIS (ArcGIS/QGIS), Web GIS",Chengdu,Real Estate,Junior,9.0,Bachelor's,1-3年,"Skills: Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL. Education: Master's. Level: Intern. Expected Title: Social Strategist. Industry: Media","Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL",Master's,,Intern,2.0,0,7.7,Media
REC_02414,JD_1756,0,无行为,"Monetization Analyst | Gaming | Hangzhou | Level: Manager | Salary: 40k-49k/月. Analyze A/B test results on store UI layouts to maximize conversion. Skills: A/B Testing, Monetization Strategy, Python","A/B Testing, Monetization Strategy, Python",Hangzhou,Gaming,Manager,44.5,Ph.D.,5-10年,"Skills: Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL. Education: Master's. Level: Intern. Expected Title: Social Strategist. Industry: Media","Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL",Master's,,Intern,2.0,0,7.7,Media
REC_02414,JD_0477,0,无行为,"Biostatistician | Healthcare | Beijing | Level: VP | Salary: 60k-74k/月. Author Statistical Analysis Plans (SAPs) for FDA regulatory submissions. Skills: Survival Analysis, Clinical Trial Design, SAS, Statistical Inference","Survival Analysis, Clinical Trial Design, SAS, Statistical Inference",Beijing,Healthcare,VP,67.0,Master's,3-5年,"Skills: Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL. Education: Master's. Level: Intern. Expected Title: Social Strategist. Industry: Media","Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL",Master's,,Intern,2.0,0,7.7,Media
REC_02414,JD_1779,0,无行为,"RE Portfolio Strategist | Real Estate | Tianjin | Level: Junior | Salary: 11k-13k/月. Evaluate climate change risk on property valuations. Skills: Risk Modeling, Financial Analysis, Macroeconomics","Risk Modeling, Financial Analysis, Macroeconomics",Tianjin,Real Estate,Junior,12.0,Bachelor's,1-3年,"Skills: Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL. Education: Master's. Level: Intern. Expected Title: Social Strategist. Industry: Media","Java/Go, Audio Programming, AdTech (OpenRTB), High Throughput, Video Codecs (H.264/H.265), SQL",Master's,,Intern,2.0,0,7.7,Media
REC_01601,JD_0405,3,投递,"Grid Stability Researcher | Energy | Nanjing | Level: Mid-level | Salary: 18k-23k/月. Perform EMT simulations for high-voltage inverter systems. Skills: Power System Dynamics, PSCAD/PSS®E","Power System Dynamics, PSCAD/PSS®E",Nanjing,Energy,Mid-level,20.5,Bachelor's,0-1年,"Skills: Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel. Education: Bachelor's. Level: Mid-level. Expected Title: Smart Grid Developer. Industry: Energy","Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel",Bachelor's,,Mid-level,1.0,2,25.0,Energy
REC_01601,JD_0261,2,收藏,"Energy Trader | Energy | Guangzhou | Level: Senior | Salary: 24k-30k/月. Manage commodity price risk using derivatives and futures. Skills: Energy Markets, Algorithmic Trading, Python, Time Series Forecasting","Energy Markets, Algorithmic Trading, Python, Time Series Forecasting",Guangzhou,Energy,Senior,27.0,Master's,5-10年,"Skills: Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel. Education: Bachelor's. Level: Mid-level. Expected Title: Smart Grid Developer. Industry: Energy","Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel",Bachelor's,,Mid-level,1.0,2,25.0,Energy
REC_01601,JD_1401,2,收藏,"Grid Stability Researcher | Energy | Shenzhen | Level: Lead | Salary: 28k-34k/月. Analyze PMU (Phasor Measurement Unit) data to detect oscillations. Skills: Power System Dynamics, PSCAD/PSS®E, Control Theory, Research","Power System Dynamics, PSCAD/PSS®E, Control Theory, Research",Shenzhen,Energy,Lead,31.0,Bachelor's,3-5年,"Skills: Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel. Education: Bachelor's. Level: Mid-level. Expected Title: Smart Grid Developer. Industry: Energy","Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel",Bachelor's,,Mid-level,1.0,2,25.0,Energy
REC_01601,JD_0620,1,点击,"Instructional Designer | Education Technology | Wuhan | Level: Mid-level | Salary: 16k-20k/月. Develop interactive multimedia content using authoring tools like Articulate Storyline. Skills: Instructional Design, Curriculum Development, Articulate/Captivate, Pedagogy","Instructional Design, Curriculum Development, Articulate/Captivate, Pedagogy",Wuhan,Education Technology,Mid-level,18.0,Bachelor's,0-1年,"Skills: Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel. Education: Bachelor's. Level: Mid-level. Expected Title: Smart Grid Developer. Industry: Energy","Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel",Bachelor's,,Mid-level,1.0,2,25.0,Energy
REC_01601,JD_0997,1,点击,"Monetization Analyst | Gaming | Chengdu | Level: Mid-level | Salary: 23k-28k/月. Analyze A/B test results on store UI layouts to maximize conversion. Skills: A/B Testing, SQL","A/B Testing, SQL",Chengdu,Gaming,Mid-level,25.5,Bachelor's,1-3年,"Skills: Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel. Education: Bachelor's. Level: Mid-level. Expected Title: Smart Grid Developer. Industry: Energy","Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel",Bachelor's,,Mid-level,1.0,2,25.0,Energy
REC_01601,JD_1398,1,点击,"Digital Rights Manager | Media | Beijing | Level: Junior | Salary: 10k-12k/月. Implement Multi-DRM solutions to protect premium VOD content. Skills: Content Licensing, Data Analysis","Content Licensing, Data Analysis",Beijing,Media,Junior,11.0,Master's,0-1年,"Skills: Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel. Education: Bachelor's. Level: Mid-level. Expected Title: Smart Grid Developer. Industry: Energy","Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel",Bachelor's,,Mid-level,1.0,2,25.0,Energy
REC_01601,JD_1714,0,无行为,"Renewable Analyst | Energy | Tianjin | Level: Manager | Salary: 33k-40k/月. Model energy yield for utility-scale solar and wind projects. Skills: Energy Yield Modeling, Energy Markets, Data Analysis","Energy Yield Modeling, Energy Markets, Data Analysis",Tianjin,Energy,Manager,36.5,Bachelor's,5-10年,"Skills: Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel. Education: Bachelor's. Level: Mid-level. Expected Title: Smart Grid Developer. Industry: Energy","Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel",Bachelor's,,Mid-level,1.0,2,25.0,Energy
REC_01601,JD_0750,0,无行为,"Technical Narrative | Gaming | Changsha | Level: Senior | Salary: 26k-32k/月. Implement branching dialogue trees using scripting languages like Lua. Skills: Scripting (Lua/Python), Logic Design, Narrative Design, Creative Writing","Scripting (Lua/Python), Logic Design, Narrative Design, Creative Writing",Changsha,Gaming,Senior,29.0,Bachelor's,5-10年,"Skills: Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel. Education: Bachelor's. Level: Mid-level. Expected Title: Smart Grid Developer. Industry: Energy","Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel",Bachelor's,,Mid-level,1.0,2,25.0,Energy
REC_01601,JD_0334,0,无行为,"BIM Coordinator | Real Estate | Wuhan | Level: Director | Salary: 39k-48k/月. Establish data naming standards within Autodesk Revit. Skills: 3D Modeling, Revit, Construction Knowledge","3D Modeling, Revit, Construction Knowledge",Wuhan,Real Estate,Director,43.5,Ph.D.,5-10年,"Skills: Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel. Education: Bachelor's. Level: Mid-level. Expected Title: Smart Grid Developer. Industry: Energy","Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel",Bachelor's,,Mid-level,1.0,2,25.0,Energy
REC_01601,JD_0761,0,无行为,"Fiber Planner | Telecom | Nanjing | Level: Junior | Salary: 10k-12k/月. Coordinate right-of-way permitting for fiber trenching projects. Skills: OSP Design, GIS (ArcGIS/QGIS)","OSP Design, GIS (ArcGIS/QGIS)",Nanjing,Telecom,Junior,11.0,Bachelor's,0年,"Skills: Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel. Education: Bachelor's. Level: Mid-level. Expected Title: Smart Grid Developer. Industry: Energy","Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel",Bachelor's,,Mid-level,1.0,2,25.0,Energy
REC_02465,JD_1679,3,投递,"GIS Specialist (RE) | Real Estate | Nanjing | Level: Mid-level | Salary: 17k-21k/月. Develop proprietary web maps for site selection analysis. Skills: Spatial Databases, GIS (ArcGIS/QGIS), Python (GeoPandas)","Spatial Databases, GIS (ArcGIS/QGIS), Python (GeoPandas)",Nanjing,Real Estate,Mid-level,19.0,Bachelor's,5-10年,"Skills: Data Visualization, Procore, UX/UI, Negotiation, Underwriting. Education: Bachelor's. Level: Mid-level. Expected Title: Valuation Analyst. Industry: Real Estate","Data Visualization, Procore, UX/UI, Negotiation, Underwriting",Bachelor's,Hangzhou,Mid-level,1.0,2,23.0,Real Estate
REC_02465,JD_1189,2,收藏,"PropTech Product Mgr | Real Estate | Beijing | Level: Director | Salary: 48k-59k/月. Define requirements for online lease negotiation features. Skills: Product Management, PropTech Market, Agile, Data Analysis","Product Management, PropTech Market, Agile, Data Analysis",Beijing,Real Estate,Director,53.5,Bachelor's,5-10年,"Skills: Data Visualization, Procore, UX/UI, Negotiation, Underwriting. Education: Bachelor's. Level: Mid-level. Expected Title: Valuation Analyst. Industry: Real Estate","Data Visualization, Procore, UX/UI, Negotiation, Underwriting",Bachelor's,Hangzhou,Mid-level,1.0,2,23.0,Real Estate
REC_02465,JD_0659,2,收藏,"Smart Building Arch | Real Estate | Hangzhou | Level: Intern | Salary: 7k-9k/月. Design IoT networks integrating HVAC, lighting, and security. Skills: BMS Systems, IoT Architecture, Network Security","BMS Systems, IoT Architecture, Network Security",Hangzhou,Real Estate,Intern,8.0,High School,0-1年,"Skills: Data Visualization, Procore, UX/UI, Negotiation, Underwriting. Education: Bachelor's. Level: Mid-level. Expected Title: Valuation Analyst. Industry: Real Estate","Data Visualization, Procore, UX/UI, Negotiation, Underwriting",Bachelor's,Hangzhou,Mid-level,1.0,2,23.0,Real Estate
REC_02465,JD_1488,1,点击,"Interactive Producer | Media | Shanghai | Level: Junior | Salary: 10k-12k/月. Track project budgets and timelines using Agile methodologies. Skills: Project Management, AR/VR Tech, Budgeting","Project Management, AR/VR Tech, Budgeting",Shanghai,Media,Junior,11.0,Bachelor's,0年,"Skills: Data Visualization, Procore, UX/UI, Negotiation, Underwriting. Education: Bachelor's. Level: Mid-level. Expected Title: Valuation Analyst. Industry: Real Estate","Data Visualization, Procore, UX/UI, Negotiation, Underwriting",Bachelor's,Hangzhou,Mid-level,1.0,2,23.0,Real Estate
REC_02465,JD_0592,1,点击,"Telco Operations Lead | Telecom | Shenzhen | Level: Director | Salary: 34k-42k/月. Perform audits on macro site construction and upgrades. Skills: Safety Compliance, Project Management, Leadership","Safety Compliance, Project Management, Leadership",Shenzhen,Telecom,Director,38.0,Ph.D.,5-10年,"Skills: Data Visualization, Procore, UX/UI, Negotiation, Underwriting. Education: Bachelor's. Level: Mid-level. Expected Title: Valuation Analyst. Industry: Real Estate","Data Visualization, Procore, UX/UI, Negotiation, Underwriting",Bachelor's,Hangzhou,Mid-level,1.0,2,23.0,Real Estate
REC_02465,JD_1559,1,点击,"Buying Coordinator | Retail | Suzhou | Level: Intern | Salary: 4k-5k/月. Communicate with vendors regarding quality and delivery issues. Skills: Procurement, Vendor Management","Procurement, Vendor Management",Suzhou,Retail,Intern,4.5,Bachelor's,0-1年,"Skills: Data Visualization, Procore, UX/UI, Negotiation, Underwriting. Education: Bachelor's. Level: Mid-level. Expected Title: Valuation Analyst. Industry: Real Estate","Data Visualization, Procore, UX/UI, Negotiation, Underwriting",Bachelor's,Hangzhou,Mid-level,1.0,2,23.0,Real Estate
REC_02465,JD_1924,0,无行为,"Live-Ops Manager | Gaming | Chengdu | Level: Junior | Salary: 9k-11k/月. Monitor server stability and concurrency during major content updates. Skills: Live Operations, Communication","Live Operations, Communication",Chengdu,Gaming,Junior,10.0,Master's,3-5年,"Skills: Data Visualization, Procore, UX/UI, Negotiation, Underwriting. Education: Bachelor's. Level: Mid-level. Expected Title: Valuation Analyst. Industry: Real Estate","Data Visualization, Procore, UX/UI, Negotiation, Underwriting",Bachelor's,Hangzhou,Mid-level,1.0,2,23.0,Real Estate
REC_02465,JD_1402,0,无行为,"5G Network Architect | Telecom | Hangzhou | Level: Lead | Salary: 31k-38k/月. Develop network slicing strategies for diverse IoT use cases. Skills: 5G Architecture, Network Slicing, NFV/SDN, Cloud Computing, System Design","5G Architecture, Network Slicing, NFV/SDN, Cloud Computing, System Design",Hangzhou,Telecom,Lead,34.5,Master's,10年以上,"Skills: Data Visualization, Procore, UX/UI, Negotiation, Underwriting. Education: Bachelor's. Level: Mid-level. Expected Title: Valuation Analyst. Industry: Real Estate","Data Visualization, Procore, UX/UI, Negotiation, Underwriting",Bachelor's,Hangzhou,Mid-level,1.0,2,23.0,Real Estate
REC_02465,JD_1330,0,无行为,"Conversion Optimizer | E-Commerce | Wuhan | Level: Senior | Salary: 20k-25k/月. Analyze user session recordings and heatmaps to identify friction points in the checkout process. Skills: A/B Testing, UX Research, Google Analytics","A/B Testing, UX Research, Google Analytics",Wuhan,E-Commerce,Senior,22.5,Master's,0-1年,"Skills: Data Visualization, Procore, UX/UI, Negotiation, Underwriting. Education: Bachelor's. Level: Mid-level. Expected Title: Valuation Analyst. Industry: Real Estate","Data Visualization, Procore, UX/UI, Negotiation, Underwriting",Bachelor's,Hangzhou,Mid-level,1.0,2,23.0,Real Estate
REC_02465,JD_0146,0,无行为,"Compliance Officer | FinTech | Beijing | Level: Lead | Salary: 47k-57k/月. Coordinate with regulatory bodies to submit suspicious activity reports (SARs) accurately. Skills: AML/KYC, Regulatory Compliance","AML/KYC, Regulatory Compliance",Beijing,FinTech,Lead,52.0,Ph.D.,10年以上,"Skills: Data Visualization, Procore, UX/UI, Negotiation, Underwriting. Education: Bachelor's. Level: Mid-level. Expected Title: Valuation Analyst. Industry: Real Estate","Data Visualization, Procore, UX/UI, Negotiation, Underwriting",Bachelor's,Hangzhou,Mid-level,1.0,2,23.0,Real Estate
REC_00229,JD_0106,3,投递,"Smart Grid Engineer | Energy | Chongqing | Level: Junior | Salary: 10k-12k/月. Integrate distributed energy resources into legacy networks. Skills: Power Systems Engineering, Control Systems, MATLAB/Simulink","Power Systems Engineering, Control Systems, MATLAB/Simulink",Chongqing,Energy,Junior,11.0,Bachelor's,1-3年,"Skills: Power System Dynamics, Thermodynamics, PSCAD/PSS®E, Regulatory Frameworks, Plant Operations, Energy Yield Modeling, Detail Oriented, Environmental Science. Education: Bachelor's. Level: Junior. Expected Title: Energy Trader. Industry: Energy","Power System Dynamics, Thermodynamics, PSCAD/PSS®E, Regulatory Frameworks, Plant Operations, Energy Yield Modeling, Detail Oriented, Environmental Science",Bachelor's,Zhengzhou,Junior,1.0,1,13.0,Energy
