record_id,years_experience,expected_salary_k,age,weekly_hours,num_applications,gender,job_level,industry,city,education_level,political_affiliation,expected_title,skills,education_ordinal,job_level_ordinal,ground_truth_jd_id
REC_01501,2.0,15.0,24.0,42.6,,Female,Junior,Telecom,Shenzhen,,Non-affiliated,Optimization RF Eng,"NFV/SDN, Signal Processing, C/C++, Project Management, 5G Architecture, Signaling Security, Atoll / Mentum Planet, SBC Config",,1,JD_1109
REC_01502,,25.0,35.0,38.6,9.0,Male,Senior,Real Estate,Shanghai,Bachelor's,Non-affiliated,GIS Specialist (RE),"Cartography, Financial Analysis, GIS (ArcGIS/QGIS), Operations Management, Property Management Software, PropTech Market, BIM Coordination",1.0,3,JD_1328
REC_01503,1.0,18.0,23.0,48.1,10.0,Male,Junior,Real Estate,Chengdu,High School,Non-affiliated,BIM Coordinator,"Valuation, Macroeconomics, Real Estate Economics, UX/UI, Excel",0.0,1,JD_1034
REC_01504,5.0,20.0,30.0,41.9,5.0,Male,Senior,Real Estate,Wuhan,Bachelor's,CPC Member,RE Portfolio Strategist,"IoT Architecture, Python (GeoPandas), Network Security, Agile, Systems Integration",1.0,3,JD_0568
REC_01505,8.0,38.0,33.0,40.7,4.0,Male,Senior,Media,Nanjing,Bachelor's,Non-affiliated,Streaming Video Eng,"Audio Programming, Social Media Analytics, Wwise/FMOD, FFmpeg, Houdini/Maya",1.0,3,JD_0807
REC_01506,,32.0,32.0,42.1,10.0,Male,Senior,Manufacturing,Hangzhou,Bachelor's,Non-affiliated,Architect Automation,"C++, Signal Processing, Digital Twin, Chemistry, Excel",1.0,3,JD_0356
REC_01507,12.0,19.0,41.0,41.9,9.0,Male,Senior,Healthcare,Chongqing,Bachelor's,CPC Member,Patient Privacy Officer,"Security, Network Security, Deep Learning, System Architecture, GCP",1.0,3,JD_0023
REC_01508,3.0,15.0,26.0,48.6,6.0,Male,Junior,FinTech,Nanjing,Master's,CPC Member,Quantitative Analyst,"Basel III, Cryptography, Corporate Finance, Stochastic Calculus, Fraud Detection, Stress Testing, Risk Assessment, Logistic Regression",2.0,1,JD_1118
REC_01509,0.0,12.0,24.0,40.1,11.0,Male,Junior,Media,Chongqing,Master's,Democratic Party Member,Interactive Producer,"Audio Programming, Content Strategy, Pipeline Development, Computer Graphics, FFmpeg, Audience Segmentation, AR/VR Tech, Troubleshooting",2.0,1,JD_0150
REC_01510,7.0,25.0,32.0,45.9,7.0,Male,Mid-level,Telecom,Shanghai,Master's,Non-affiliated,Fiber Planner,"System Design, Atoll / Mentum Planet, GIS (ArcGIS/QGIS), RF Engineering, Optical Engineering, Network Slicing, Troubleshooting, Cloud Computing",2.0,2,JD_1876
REC_01511,0.0,13.0,23.0,42.5,,Female,Junior,E-Commerce,Suzhou,Master's,Non-affiliated,LTV Specialist,"HTML/CSS, ROS, C++, Journey Mapping, Learning to Rank",2.0,1,JD_1387
REC_01512,0.0,10.0,26.0,43.3,6.0,Male,Intern,Retail,Guangzhou,Ph.D.,Democratic Party Member,CRM Data Analyst,"Vendor Management, Python, Physical Security, Space Planning, Inventory Planning, Market Research, POS Architecture, Data Entry",3.0,0,JD_1740
REC_01513,9.0,40.0,36.0,35.6,6.0,Female,Lead,Telecom,Guangzhou,Bachelor's,Non-affiliated,RF Optimization Eng,"SBC Config, Spectrum Analysis, Revenue Assurance, Telecom Fundamentals, Optical Engineering, Microservices",1.0,4,JD_0197
REC_01514,1.0,10.0,23.0,44.3,12.0,Female,Junior,Energy,Xi'an,Bachelor's,Non-affiliated,Reservoir Engineer,"Environmental Comp, Energy Markets, Python, Reservoir Simulation, Control Theory, Operations Management, Algorithmic Trading, Data Verification",1.0,1,JD_0935
REC_01515,6.0,19.0,,50.9,9.0,Female,Mid-level,Healthcare,Wuhan,Master's,Democratic Party Member,Telemedicine Engineer,"Bash/Shell, Health Informatics, Clinical Trial Design, Database Admin, Data Privacy, Computer Vision, Cloud Computing (AWS/Azure)",2.0,2,JD_1093
REC_01516,2.0,9.0,30.0,38.9,7.0,Male,Junior,Education Technology,Guangzhou,Bachelor's,CPC Member,EdTech Product Head of,"HCI, Operations Management, Agile/Scrum, Scheduling Algorithms, Roadmapping",1.0,1,JD_0528
REC_01517,8.0,35.0,34.0,30.0,,Male,Senior,Media,,Bachelor's,Democratic Party Member,Interactive Producer,"Houdini/Maya, DRM Technologies, Predictive Modeling, Broadcast Engineering, PyTorch, Data Analysis",1.0,3,JD_0807
REC_01518,2.0,15.0,24.0,,11.0,Male,Junior,Real Estate,Nanjing,Bachelor's,Non-affiliated,Project Controller,"Data Analysis, Construction Knowledge, IoT Architecture, Portfolio Management, Financial Modeling, Macroeconomics, Earned Value Management, Lease Administration",1.0,1,JD_0673
REC_01519,,20.0,32.0,50.1,8.0,Male,Senior,Media,Changsha,Bachelor's,CPC Member,Social Strategist,"Predictive Modeling, Pipeline Development, Troubleshooting, Acoustics, Agile/Scrum",1.0,3,JD_0382
REC_01520,10.0,41.0,33.0,41.3,9.0,Male,Lead,Media,Guangzhou,Bachelor's,CPC Member,Social Strategist,"Houdini/Maya, Audience Segmentation, Social Media Analytics, Tableau, Content Licensing, Java/Go, Acoustics, Recommendation Systems",1.0,4,JD_1020
REC_01521,2.0,12.0,26.0,47.2,11.0,Male,Junior,Logistics,Nanjing,Ph.D.,CPC Member,IoT Telemetry Specialist,"Analytical Skills, Optimization Algorithms, Process Optimization, Compliance, C++, Statistical Modeling",3.0,1,JD_0164
REC_01522,1.0,8.0,25.0,48.9,8.0,Female,Junior,Logistics,Suzhou,,CPC Member,Last-Mile Delivery Spec,"Risk Assessment, Incoterms, Operations Research, Inventory Management, Analytical Skills",,1,JD_0957
REC_01523,2.0,15.0,29.0,45.6,10.0,Male,Junior,Gaming,Suzhou,Master's,,Live-Ops Manager,"User Research, 3D Math, Cybersecurity, NLP, C/C++, UI/UX Design, Excel, Creative Writing",2.0,1,JD_1441
REC_01524,3.0,17.0,27.0,46.1,8.0,Female,Junior,Media,Shanghai,Bachelor's,Non-affiliated,Social Strategist,"Java/Go, Networking, Social Media Analytics, Marketing, Troubleshooting, SQL, Predictive Modeling",1.0,1,JD_1173
REC_01525,12.0,45.0,41.0,52.3,9.0,Male,Director,Energy,Guangzhou,Master's,CPC Candidate,Carbon Credit Auditor,"Power System Dynamics, Operations Management, Carbon Accounting, Energy Markets, Research, Environmental Science, SQL, Detail Oriented",2.0,6,JD_1506
REC_01526,7.0,25.0,35.0,38.3,6.0,Female,Mid-level,Media,Tianjin,,Non-affiliated,Engine Sound Dev,"Content Strategy, Recommendation Systems, RF Engineering, Houdini/Maya, Data Analysis, AR/VR Tech",,2,JD_1237
REC_01527,11.0,20.0,,46.2,7.0,Male,Senior,Telecom,Guangzhou,Master's,CPC Member,RF Optimization Eng,"Linux, Signaling Security, Networking (QoS), RF Engineering, Troubleshooting",2.0,3,JD_0478
REC_01528,11.0,30.0,38.0,40.3,6.0,Female,Senior,Telecom,Chongqing,Bachelor's,,Billing Analyst,"Optical Engineering, Project Management, NFV/SDN, Infrastructure, Spectrum Analysis",1.0,3,JD_1357
REC_01529,11.0,45.0,38.0,43.4,5.0,Female,Manager,Media,Guangzhou,Bachelor's,Non-affiliated,Visual Effects TD,"C++, Acoustics, Python, CDN Architecture, DRM Technologies, Computer Graphics, Pipeline Development, Networking",1.0,5,JD_0351
REC_01530,11.0,45.0,33.0,43.0,11.0,Female,Lead,Gaming,Wuhan,Bachelor's,Non-affiliated,Graphics Engine Dev,"Creative Writing, 3D Math, Assembly, Project Management, C#",1.0,4,JD_0373
REC_01531,5.0,25.0,28.0,45.9,7.0,Female,Mid-level,Logistics,Changsha,Bachelor's,Democratic Party Member,Trade International Comp,"Inventory Management, WMS (Manhattan/Blue Yonder), Incoterms, Freight Forwarding, S&OP Process, ERP Systems, Negotiation, Urban Logistics",1.0,2,JD_0541
REC_01532,0.0,15.0,24.0,38.2,5.0,Female,Junior,Media,Tianjin,High School,CPC Member,Content Rec Scientist,"Wwise/FMOD, Audience Segmentation, Communication, C++, High Throughput, PyTorch, CDN Architecture, Project Management",0.0,1,JD_0490
REC_01533,9.0,32.0,37.0,45.2,6.0,Male,Senior,Healthcare,Changsha,Master's,CPC Candidate,Telemedicine Engineer,"Genomics, Epidemiology, Python, SQL Tuning, Clinical Trial Design, JavaScript, Statistical Inference, Cloud Computing (AWS/Azure)",2.0,3,JD_0111
REC_01534,2.0,10.0,27.0,45.3,,Male,Junior,Education Technology,Wuhan,Master's,CPC Member,Curriculum Data Scientist,"Cognitive Science, LTI Standards, Product Management, User Research, Behavioral Psychology, Communication, Predictive Modeling, Machine Learning",2.0,1,JD_1809
REC_01535,8.0,40.0,35.0,44.6,7.0,Female,Senior,FinTech,Shanghai,High School,Non-affiliated,Quantitative Analyst,"Go, Anomaly Detection, Valuation, Ethereum, AML/KYC, Quantitative Finance, Credit Risk Modeling",0.0,3,JD_1564
REC_01536,7.0,,32.0,49.2,12.0,Female,Mid-level,E-Commerce,Chongqing,Bachelor's,CPC Candidate,Automation Warehouse Dev,"ROS, Figma, A/B Testing, Copywriting, Data Analysis, Supply Chain Management, Customer Analytics",1.0,2,JD_0015
REC_01537,,30.0,26.0,,9.0,Male,Senior,Media,Chongqing,Master's,Non-affiliated,Digital Rights Manager,"Content Strategy, Computer Graphics, AR/VR Tech, Budgeting, Pipeline Development",2.0,3,JD_0186
REC_01538,1.0,15.0,28.0,45.7,8.0,Male,Junior,Manufacturing,Beijing,Bachelor's,Non-affiliated,Predictive Maint Eng,"Risk Management, IoT Architecture, Manufacturing Execution Systems (MES), ROS, Project Management",1.0,1,JD_0205
REC_01539,1.0,10.0,22.0,30.0,3.0,Female,Junior,FinTech,Guangzhou,Bachelor's,Non-affiliated,Credit Scorer,"Financial Modeling, Go, GLM, Credit Risk Modeling, M&A, Logistic Regression",1.0,1,JD_0157
REC_01540,2.0,8.0,26.0,40.3,3.0,Male,Junior,FinTech,Changsha,High School,CPC Member,Payments Architect,"Financial Risk Management, Kdb+/Q, Logistic Regression, System Architecture, PCI-DSS",0.0,1,JD_0018
REC_01541,2.0,10.0,25.0,55.0,4.0,Male,Junior,Healthcare,Beijing,Bachelor's,Non-affiliated,Imaging Medical Researcher,"Survival Analysis, Clinical Trial Design, Data Privacy, HIPAA/HITECH, Cloud Computing (AWS/Azure), Bash/Shell, Legal Standards",1.0,1,JD_0469
REC_01542,3.0,10.0,26.0,47.8,7.0,Male,Junior,Education Technology,,,Non-affiliated,Online Tutor Coordinator,"Psychometrics, System Architecture, Cloud Computing, Qualitative Research, A/B Testing, R, Communication",,1,JD_1809
REC_01543,12.0,25.0,38.0,37.8,10.0,Female,Senior,Gaming,Shenzhen,Bachelor's,,Live-Ops Manager,"Communication, Go, Python, Live Operations, Assembly, Psychometrics, SQL, DirectX/Vulkan",1.0,3,JD_0558
REC_01544,2.0,15.0,29.0,39.0,,Female,Junior,Telecom,Guangzhou,Master's,Non-affiliated,Telco Cyber Specialist,"OSS/BSS Systems, Telecom Standards, Microservices, Technical Writing, Operations Management, Network Slicing, NFV/SDN, SIP/VoIP",2.0,1,JD_1109
REC_01545,3.0,15.0,27.0,40.0,7.0,Female,Junior,Telecom,Changsha,Bachelor's,Non-affiliated,Signal Processing Eng,"Linux, Atoll / Mentum Planet, Network Security, Information Theory, Telecom Fundamentals",1.0,1,JD_1109
REC_01546,5.0,20.0,28.0,,11.0,Female,Mid-level,E-Commerce,Beijing,Master's,Non-affiliated,Journey Customer Mapper,"Demand Forecasting, Data Visualization, Tableau, ERP Systems, Google Analytics, SQL",2.0,2,JD_0049
REC_01547,9.0,28.0,30.0,38.2,7.0,Male,Senior,Education Technology,Beijing,Bachelor's,Non-affiliated,Learning Scientist,"Psychometrics, Data Analysis, NLP, User Research, Python, Articulate/Captivate, System Architecture, Cloud Computing",1.0,3,JD_0125
REC_01548,1.0,15.0,28.0,37.1,3.0,Female,Junior,Real Estate,Shenzhen,Bachelor's,CPC Member,Smart Building Arch,"GIS (ArcGIS/QGIS), Macroeconomics, Negotiation, BMS Systems, Revit, Systems Integration, GIS (ArcGIS), Spatial Databases",1.0,1,JD_0673
REC_01549,,32.0,36.0,44.1,4.0,Female,Senior,Logistics,Nanjing,Bachelor's,Non-affiliated,Last-Mile Delivery Spec,"ERP Systems, IoT Platforms, Operations Research, Logistics Coordination, Optimization Algorithms, S&OP Process, Spark, Compliance",1.0,3,JD_1866
REC_01550,1.0,6.0,26.0,46.0,1.0,Female,Intern,Telecom,Shenzhen,Bachelor's,Non-affiliated,Telco Cyber Specialist,"RF Engineering, Network Slicing, OSP Design, NFV/SDN, MATLAB, Atoll / Mentum Planet, Wireshark",1.0,0,JD_0100
REC_01551,0.0,15.0,26.0,47.1,7.0,Female,Junior,Gaming,Chongqing,Master's,Non-affiliated,Narrative Technical,"SQL, Figma, Python, Shader Programming, Network Programming, Scripting (Lua/Python), A/B Testing",2.0,1,JD_1441
REC_01552,1.0,9.0,25.0,44.3,8.0,Male,Intern,Logistics,Hangzhou,Bachelor's,Non-affiliated,IoT Telemetry Analyst,"C++, Supply Chain Management, Customer Service, Data Analysis, SQL, Telematics",1.0,0,JD_0314
REC_01553,3.0,,31.0,37.5,10.0,Male,Junior,Education Technology,Tianjin,Bachelor's,Non-affiliated,LMS Architect,"Psychometrics, Scheduling Algorithms, A/B Testing, Machine Learning, Roadmapping, Operations Management, API Development, Cognitive Science",1.0,1,JD_0132
REC_01554,0.0,15.0,24.0,43.3,8.0,Male,Junior,Healthcare,Nanjing,Bachelor's,CPC Member,Telemedicine Engineer,"Mobile Development, WebRTC, Biostatistics, HIPAA/HITECH, Legal Standards, EDC Systems",1.0,1,JD_0250
REC_01555,5.0,20.0,28.0,43.4,16.0,Male,Mid-level,Healthcare,Shanghai,Ph.D.,Non-affiliated,Epidemiologist,"Biostatistics, JavaScript, Study Design, Statistical Inference, Cloud Computing (AWS/Azure), Regulatory Compliance, Network Security, Data Integration",3.0,2,JD_1093
REC_01556,6.0,38.0,33.0,,10.0,Female,Senior,Energy,Zhengzhou,Bachelor's,Non-affiliated,Renewable Specialist,"Health & Safety Regulations, Carbon Auditing, Detail Oriented, Risk Assessment (HAZOP), Algorithmic Trading, Control Theory, MATLAB",1.0,3,JD_0038
REC_01557,19.0,52.0,40.0,50.6,12.0,Male,Director,E-Commerce,Guangzhou,Ph.D.,CPC Member,Digital Marketer,"HTML/CSS, Copywriting, Machine Learning, Elasticsearch, SQL",3.0,6,JD_0371
REC_01558,2.0,,28.0,45.1,7.0,Female,Mid-level,Retail,Chengdu,Bachelor's,Non-affiliated,CRM Data Analyst,"Networking, Data Analysis, Marketing Analytics, ERP Systems, Auditing, Inventory Planning, Data Visualization",1.0,2,JD_0062
REC_01559,9.0,35.0,36.0,43.4,7.0,Female,Lead,Energy,Hangzhou,Master's,CPC Member,Sustainability Consultant,"Python, Time Series Forecasting, Control Systems, Control Theory, ESG Reporting",2.0,4,JD_0041
REC_01560,3.0,20.0,27.0,37.6,9.0,Male,Mid-level,FinTech,Zhengzhou,Master's,CPC Member,Fraud Analyst,"Auditing, Basel III, Excel, Market Microstructure, SAS",2.0,2,JD_0303
REC_01561,,30.0,38.0,38.8,17.0,Male,Senior,Media,Xi'an,Master's,,Systems AdTech Arch,"Audio Programming, Agile/Scrum, Deep Learning, Video Routing, Acoustics, Video Codecs (H.264/H.265)",2.0,3,JD_0186
REC_01562,8.0,22.0,28.0,47.1,6.0,Female,Senior,Education Technology,Wuhan,Bachelor's,,Adaptive Learning Dev,"Data Visualization, System Architecture, Predictive Modeling, API Development, Tableau/Power BI, Cloud Computing, Pedagogy",1.0,3,JD_0829
REC_01563,6.0,,33.0,57.9,9.0,Female,Senior,Real Estate,Suzhou,Ph.D.,Non-affiliated,BIM Coordinator,"Negotiation, Underwriting, Procore, Python (GeoPandas), Due Diligence",3.0,3,JD_0011
REC_01564,6.0,25.0,26.0,,7.0,Female,Mid-level,Retail,Suzhou,Bachelor's,Non-affiliated,Shopper Insights,"Category Management, Data Analysis, Strategy Development, Retail Math, Python",1.0,2,JD_0242
REC_01565,14.0,50.0,,40.2,6.0,Male,Lead,Media,Tianjin,Bachelor's,Non-affiliated,Digital Rights Manager,"Marketing, System Architecture, High Throughput, Pipeline Development, Content Licensing, CDN Architecture, Troubleshooting",1.0,4,JD_1020
REC_01566,0.0,15.0,24.0,,10.0,Male,Junior,E-Commerce,Chengdu,Master's,Non-affiliated,LTV Specialist,"Tableau, Demand Forecasting, IoT, Recommendation Systems, Excel, Taxonomy, Digital Marketing, HTML/CSS",2.0,1,JD_0277
REC_01567,6.0,40.0,30.0,,12.0,Male,Senior,Healthcare,Beijing,Master's,CPC Member,EHR Systems Architect,"HL7/FHIR, Genetics, GATK, JavaScript, Data Privacy, Regulatory Compliance, Data Integration, Biostatistics",2.0,3,JD_1737
REC_01568,8.0,45.0,32.0,45.1,,Male,Manager,Telecom,,Master's,Non-affiliated,5G Network Architect,"Billing Systems, GIS (ArcGIS/QGIS), SQL, Atoll / Mentum Planet, OSP Design",2.0,5,JD_1581
REC_01569,2.0,18.0,27.0,45.9,6.0,Female,Junior,Telecom,Hangzhou,Master's,,Billing Analyst,"Microservices, Billing Systems, Data Analysis, Telecom Standards, Penetration Testing",2.0,1,JD_0110
REC_01570,2.0,,28.0,48.4,6.0,Female,Junior,Real Estate,Nanjing,Master's,CPC Member,BIM Coordinator,"Macroeconomics, 3D Modeling, Procore, UX/UI, Lease Administration, Excel, Earned Value Management, GIS (ArcGIS/QGIS)",2.0,1,JD_0003
REC_01571,1.0,,25.0,41.9,10.0,Male,Junior,Manufacturing,Shanghai,Master's,CPC Member,Control Quality Spec,"Automation, Problem Solving, Robotics Programming, Six Sigma Black Belt, Quality Assurance, Change Management, Industrial Networks",2.0,1,JD_0099
REC_01572,2.0,15.0,27.0,50.8,13.0,Male,Mid-level,FinTech,,Master's,Non-affiliated,Compliance Officer,"Regulatory Compliance, Valuation, Algorithmic Trading, Go, Kdb+/Q, Solidity",2.0,2,JD_0303
REC_01573,7.0,25.0,31.0,46.2,8.0,Female,Senior,Gaming,Shenzhen,Bachelor's,Non-affiliated,Anti-Cheat Engineer,"Data Analysis, Cloud Architecture (AWS), Go, C/C++, DirectX/Vulkan",1.0,3,JD_0558
REC_01574,0.0,5.0,27.0,41.6,10.0,Female,Intern,FinTech,Guangzhou,Master's,CPC Member,Fraud Analyst,"SAS, Financial Modeling, Basel III, Auditing, Java, GLM, Time Series Analysis, AML/KYC",2.0,0,JD_0157
REC_01575,,,38.0,46.4,12.0,Female,Senior,Healthcare,Chengdu,Bachelor's,CPC Candidate,Genomic Data Analyst,"Clinical Trials, Linux/Unix, Computer Vision, Clinical Trial Design, SAS, Database Admin, Cloud Computing (AWS/Azure), Data Privacy",1.0,3,JD_0023
REC_01576,14.0,27.0,36.0,52.2,10.0,Female,Lead,E-Commerce,Chengdu,Bachelor's,CPC Candidate,Search Relevance Developer,"Python, HTML/CSS, Copywriting, Tableau, Google Ads, Customer Analytics, Optimizely, C++",1.0,4,JD_1590
REC_01577,6.0,20.0,30.0,48.2,10.0,Male,Mid-level,Retail,Hangzhou,High School,Non-affiliated,Store Planner,"Database Management, Physical Security, C# / Java, Python, Auditing",0.0,2,JD_0920
REC_01578,0.0,12.0,26.0,45.6,4.0,Male,Junior,Real Estate,Shenzhen,Master's,CPC Member,GIS Specialist (RE),"Product Management, Network Security, Financial Modeling, Risk Modeling, Python, Portfolio Management, Agile",2.0,1,JD_1567
REC_01579,4.0,,26.0,38.5,,Male,Mid-level,Education Technology,Chongqing,Bachelor's,CPC Member,Gamification Expert,"Machine Learning, Data Analysis, Cognitive Science, SQL, Agile/Scrum, Predictive Modeling, User Research, Database Design",1.0,2,JD_0064
REC_01580,5.0,36.8,28.0,47.5,7.0,Male,Senior,FinTech,Suzhou,High School,Non-affiliated,Compliance Officer,"Auditing, Algorithmic Trading, Regulatory Compliance, Logistic Regression, Kdb+/Q, Corporate Finance, M&A, Payment Gateways",0.0,3,JD_1564
REC_01581,17.0,40.0,42.0,53.0,3.0,Male,Manager,Energy,Xi'an,Bachelor's,CPC Member,Power Plant Head of,"Big Data (Spark), Petroleum Engineering, Algorithmic Trading, Health & Safety Regulations, Risk Management, Auditing, ESG Reporting",1.0,5,JD_1286
REC_01582,14.0,31.0,38.0,54.2,9.0,Male,Manager,Energy,,High School,Non-affiliated,HSE Compliance Lead,"Decline Curve Analysis, Algorithmic Trading, Carbon Accounting, MATLAB/Simulink, Carbon Auditing, Environmental Science",0.0,5,JD_1595
REC_01583,1.0,15.0,26.0,45.7,8.0,Male,Junior,Retail,Zhengzhou,Master's,Non-affiliated,Store Planner,"Pricing Strategy, Inventory Planning, Strategy Development, Marketing Analytics, POS Architecture, Communication, Survey Design",2.0,1,JD_1341
REC_01584,1.0,10.0,28.0,40.3,6.0,Female,Junior,FinTech,Guangzhou,High School,Non-affiliated,Credit Scorer,"SQL, Logistic Regression, PCI-DSS, Credit Risk Modeling, Quantitative Finance, C++, M&A, Statistical Theory",0.0,1,JD_0018
REC_01585,18.0,35.0,42.0,56.9,6.0,Female,Manager,Real Estate,Zhengzhou,Ph.D.,Non-affiliated,BIM Coordinator,"Python, Lease Administration, IoT Architecture, Python/R, Valuation, Financial Analysis",3.0,5,JD_0902
REC_01586,7.0,,30.0,38.3,6.0,Male,Mid-level,Real Estate,Nanjing,Master's,Non-affiliated,Ops Leasing Lead,"Risk Modeling, BMS Systems, UX/UI, Procore, Portfolio Management, Project Controls",2.0,2,JD_0052
REC_01587,1.0,10.0,26.0,53.5,6.0,Male,Intern,Real Estate,Chongqing,Bachelor's,Non-affiliated,RE Portfolio Strategist,"Agile, Risk Modeling, AutoCAD, Lease Administration, Data Visualization, Operations Management",1.0,0,JD_0659
REC_01588,2.0,15.0,27.0,36.9,11.0,Male,Junior,Telecom,Suzhou,Bachelor's,CPC Member,RF Optimization Eng,"SIP/VoIP, NFV/SDN, Technical Writing, Java, Spectrum Analysis, AutoCAD",1.0,1,JD_1109
REC_01589,10.0,39.0,38.0,39.9,6.0,Female,Lead,E-Commerce,Zhengzhou,Bachelor's,CPC Member,Search Relevance Engineer,"Data Analysis, HTML/CSS, Python, A/B Testing, Google Ads, Qualitative Research, Spark, Elasticsearch",1.0,4,JD_0180
REC_01590,8.0,,35.0,47.3,13.0,Male,Senior,Manufacturing,Guangzhou,Bachelor's,Non-affiliated,SC Risk Manager,"Financial Analysis, Computer Vision, SCADA, Edge Computing, IoT, Risk Management",1.0,3,JD_0209
REC_01591,2.0,10.0,28.0,37.5,8.0,Male,Junior,Logistics,Xi'an,Bachelor's,Non-affiliated,Delivery Last-Mile Spec,"Logistics Coordination, Customer Service, Logistics Planning, Incoterms, Telematics",1.0,1,JD_0188
REC_01592,1.0,10.0,26.0,,,Male,Junior,Education Technology,,Master's,CPC Member,Gamification Expert,"Product Management, Pedagogy, Curriculum Development, Cloud Computing, Usability Testing, Game Design, Cognitive Science, UI/UX Design",2.0,1,JD_1809
REC_01593,6.0,34.0,32.0,45.7,7.0,Male,Senior,Energy,Chongqing,Master's,Democratic Party Member,Utility Data Scientist,"Detail Oriented, Sustainability Strategy, Energy Yield Modeling, PSCAD/PSS®E, Environmental Comp, SQL, Leadership, Regulatory Frameworks",2.0,3,JD_0071
REC_01594,6.0,32.0,31.0,43.7,8.0,Female,Senior,Education Technology,Chongqing,Bachelor's,Non-affiliated,Student Success Analyst,"A/B Testing, Agile/Scrum, R, Tableau/Power BI, LTI Standards, Experimental Design",1.0,3,JD_0507
REC_01595,8.0,24.0,33.0,48.4,3.0,Male,Senior,Logistics,Changsha,Bachelor's,Non-affiliated,Inventory Controller,"Excel, Optimization Algorithms, Freight Forwarding, Inventory Management, Statistical Modeling, IoT Security, Analytical Skills",1.0,3,JD_0621
REC_01596,1.0,5.0,28.0,39.0,9.0,Female,Intern,Healthcare,Guangzhou,Bachelor's,Non-affiliated,Informatics Health Specialist,"Legal Standards, Data Privacy, Python, PyTorch, Database Admin",1.0,0,JD_1749
REC_01597,8.0,38.0,31.0,53.6,12.0,Male,Manager,Logistics,Zhengzhou,Master's,CPC Member,Warehouse Sys Analyst,"Logistics Planning, Inventory Management, Spark, Vendor Management, HTS Classification, GIS, Trade Compliance",2.0,5,JD_0162
REC_01598,3.0,12.0,26.0,,8.0,Male,Junior,Gaming,,Bachelor's,CPC Member,Graphics Engine Dev,"Creative Writing, A/B Testing, Machine Learning, C#, Excel",1.0,1,JD_1227
REC_01599,11.0,35.0,32.0,52.0,11.0,Female,Senior,Telecom,Changsha,Master's,Non-affiliated,OSS/BSS Developer,"Atoll / Mentum Planet, Excel, Java, DSP, Data Analysis, OSS/BSS Systems",2.0,3,JD_1271
REC_01600,0.0,13.0,29.0,39.3,8.0,Male,Junior,Manufacturing,,Master's,CPC Member,Production Scheduler,"Risk Management, Data Analysis, System Integration, PLC Programming, Financial Analysis, Edge Computing",2.0,1,JD_0099
REC_01601,2.0,25.0,28.0,46.6,2.0,Female,Mid-level,Energy,,Bachelor's,Non-affiliated,Smart Grid Developer,"Energy Yield Modeling, Carbon Auditing, Power System Dynamics, Power Systems Engineering, Consulting, Excel",1.0,2,JD_0405
REC_01602,2.0,15.0,28.0,42.8,5.0,Male,Junior,Healthcare,Tianjin,Bachelor's,Non-affiliated,Genomic Data Analyst,"Legal Standards, Mobile Development, HL7/FHIR, Linux/Unix, Bash/Shell, Database Admin, Health Informatics, Regulatory Compliance",1.0,1,JD_0250
REC_01603,8.0,32.0,34.0,35.4,6.0,Female,Senior,Logistics,Wuhan,,CPC Member,Supply Chain Security,"Freight Forwarding, EDI, Excel, Inventory Management, Negotiation, Analytical Skills, Kafka, Risk Assessment",,3,JD_1866
REC_01604,8.0,30.0,34.0,,6.0,Female,Senior,Manufacturing,Zhengzhou,,CPC Member,Automation Architect,"Signal Processing, Change Management, Machine Learning, Process Improvement, Business Continuity",,3,JD_1400
REC_01605,7.0,21.0,,42.4,8.0,Female,Senior,Manufacturing,Nanjing,High School,,IIoT Integrator,"System Integration, SCADA, MQTT/OPC-UA, PLC Programming, ROS, Production Planning, Six Sigma Black Belt",0.0,3,JD_1369
REC_01606,6.0,25.0,27.0,48.0,5.0,Male,Mid-level,FinTech,Beijing,Bachelor's,,Trader Algorithmic,"GLM, Risk Assessment, NetworkX, Basel III, System Architecture, Go, M&A",1.0,2,JD_0303
REC_01607,5.0,15.0,26.0,44.1,4.0,Female,Mid-level,Manufacturing,Zhengzhou,Bachelor's,Democratic Party Member,Predictive Maint Eng,"IoT, Lean Manufacturing, Digital Twin, Machine Learning, Python, Signal Processing, Robotics Programming",1.0,2,JD_1126
REC_01608,3.0,16.0,26.0,44.1,6.0,Female,Mid-level,Media,Xi'an,Bachelor's,CPC Candidate,Interactive Producer,"AR/VR Tech, Audio Programming, Budgeting, Deep Learning, Agile/Scrum, FFmpeg, DRM Technologies, Houdini/Maya",1.0,2,JD_1594
REC_01609,5.0,28.0,29.0,47.7,3.0,Female,Senior,E-Commerce,Guangzhou,Master's,CPC Member,Customer Journey Mapper,"Recommendation Systems, Tableau, Data Governance, Copywriting, Taxonomy, Demand Forecasting, Data Analysis, HTML/CSS",2.0,3,JD_0864
REC_01610,13.0,40.0,39.0,,5.0,Male,Lead,Manufacturing,,Bachelor's,Non-affiliated,IIoT Integrator,"Operations Management, Spectroscopy, Lean Manufacturing, Kinematics, ERP/MRP Systems",1.0,4,JD_1410
REC_01611,8.0,20.0,29.0,43.5,7.0,Female,Senior,E-Commerce,Chengdu,Bachelor's,CPC Member,Automation Warehouse Dev,"Customer Analytics, Journey Mapping, A/B Testing, NLP, Elasticsearch, Qualitative Research, SEO/SEM",1.0,3,JD_0879
